Animal Name,Exposure Endpoint Type,Endpoint Value,Endpoint Description,Range,Units,Error,Sex,Life Cycle Stage,Location,Sample Size,Type
Peromyscus maniculatus ssp. nebrascensis,Growth Rate,0.38,average growth from neonate to physiological independence,,,0.01 SE,Not Reported,Juvenile,,29,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Food Ingestion Rate,0.17,average daily food intake,,,,Female,Adult,"captured in Alberta, Canada",49,Exposure Factor Datasets
Peromyscus maniculatus ssp. borealis,Body Fat (total or %),,relative fat content (arcsine ratio of fat:fat-free dry weight); range of means for males and females at different ages and breeding status,0.352 - 0.410,,,Both Male and Female,Both Adults and Juveniles,"Kananaskis Valley, Alberta [lat., 51^oN; long., 115^oW]",28 - 242/group,Exposure Factor Datasets
Peromyscus maniculatus ssp. borealis,Clutch or Litter Size,5.25,,3 - 7,,0.07 SE,Female,Adult,"Kananaskis Valley, Alberta (elev., 1370 - 2700m)",137,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Growth Rate,see citation,figure of body weights at different ages,,,,Both Male and Female,Both Adults and Juveniles,,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Metabolic Rate,6522,oxygen consumption of active animals at 23C,,,335.5 SE,Male,Adult,,6,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Metabolic Rate,3370,resting oxygen consumption at 23C,,,126.7 SE,Male,Adult,,6,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Metabolic Rate,4760,daily (20-hr time period) mean oxygen consumption at 23C,,,160.0 SE,Male,Adult,,6,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Body Weight - Mean,1.62,,1.3 - 1.9,,0.13,Not Reported,Neonate,,39,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Body Weight - Mean,15.45,,,,0.67,Not Reported,Adult,,39,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Growth Rate,see citation,figure of changes in body weight over time,,,,Not Reported,Both Adults and Juveniles,,39,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Dietary Composition,lepidopterous larvae (15.4%); misc. vegetation (14.7%); wheat seeds (11.8%); soybeans (10.5%); unidentified seeds (7.2%); corn (5.6%); green vegetation (5.1%); coleoptera (3.6%); Lespedeza seeds (2.3%),% volume of major (>2%) food items in stomach contents,,,,Not Reported,Not Reported,Vigo County,444,Exposure Factor Datasets
Peromyscus maniculatus ssp. gambelii,Metabolic Rate,3.26,resting oxygen consumption rate at 25C,,,0.09 SE,Both Male and Female,Not Reported,,8,Exposure Factor Datasets
Peromyscus maniculatus ssp. rubidus,Metabolic Rate,3.11,resting oxygen consumption rate at 25C,,,0.22 SE,Male,Not Reported,,10,Exposure Factor Datasets
Peromyscus maniculatus ssp. rubidus,Dietary Composition,Plant matter: Abronia or Cakile (16%); Fragaria seeds (1.5%); plant shoots (1%); Animal matter: Orchestoidea (3%); Diptera (3%); Staphylinid beetles (1.5%); aphids (1%); centipedes (1.5%); unidentified arthropod chitin (16%); unidentified arthropod viscera (56%),% food item volume in stomach contents,,,,Not Reported,Not Reported,Samoa,30,Exposure Factor Datasets
Peromyscus maniculatus ssp. sonoriensis,Metabolic Rate,2.25,resting oxygen consumption rate at 25C,,,0.04 SE,Both Male and Female,Not Reported,,9,Exposure Factor Datasets
Peromyscus maniculatus ssp. austerus,Population Density,see citation,figure of seasonal changes in density,,,,Both Male and Female,Not Reported,University of British Columbia Research Forest,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. austerus,Survival/ Mortality,,range of mean probabilities of survival on three areas by breeding season and sex,0.38 - 0.76,,,Both Male and Female,Not Reported,University of British Columbia Research Forest,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Body Weight - Mean,15.9,,,,0.21 SE,Male,Adult,"Mountain Lake Biological Station, Giles County [lat., 37^010'N; long., 80^o30' W]",85,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Body Weight - Mean,17.2,,,,0.35 SE,Female,Adult,"Mountain Lake Biological Station, Giles County [lat., 37^010'N; long., 80^o30' W]",76,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Clutch or Litter Size,3.4,based on embryo counts,,,0.07 SE,Female,Adult,"Mountain Lake Biological Station, Giles County [lat., 37^010'N; long., 80^o30' W]",52,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Population Density,,range of mean yearly densities over 3 yrs,3.6 - 11.2,,,Both Male and Female,Both Adults and Juveniles,"Mountain Lake Biological Station, Giles County [lat., 37^010'N; long., 80^o30' W]",Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Time of Mating/ Laying,Mar. - Nov. (peaks; Apr.-June and Sept.-Oct.),time of breeding,,,,Both Male and Female,Adult,"Mountain Lake Biological Station, Giles County [lat., 37^010'N; long., 80^o30' W]",Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Survival/ Mortality,,proportion remaining on grid over 2 wk intervals,0.76 - 0.90,,,Both Male and Female,Both Adults and Juveniles,"Mountain Lake Biological Station, Giles County [lat., 37^010'N; long., 80^o30' W]",5-71/group,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Body Weight - Mean,20.6,,,,0.6 SE,Both Male and Female,Adult,,30,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,14.5,,,,0.5 SE,Not Reported,Adult,,10,Exposure Factor Datasets
Peromyscus maniculatus,Clutch or Litter Size,4.3,,,,0.36 SE,Female,Adult,,10,Exposure Factor Datasets
Peromyscus maniculatus,Metabolic Rate,4.46,rate of energy expenditure for lactation per gram maternal weight,,,0.29 SE,Female,Adult,,10,Exposure Factor Datasets
Peromyscus maniculatus,Metabolic Rate,2.75,basal metabolic rate,,,0.33 SE,Not Reported,Adult,,10,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,,range of monthly means at sites with excess artificial food (whole oats),16.8 -21.6,,,Male,Adult,University of British Columbia,1-24/mo,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,,range of monthly means at control sites,12.8 - 20.1,,,Male,Adult,University of British Columbia,1-21/mo,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,,"range of monthly means at sites with excess artificial food (whole oats), includes pregnant animals",14.9 - 24.8,,,Female,Adult,University of British Columbia,5-26/mo,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,,"range of monthly means at control sites, includes pregnant animals",12.7 - 19.4,,,Female,Adult,University of British Columbia,1-8/mo,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,,range of mean weights taken every 2 wks for 10 wks in sites with excess artificial food (whole oats),12.1 - 16.8,,,Male,Juvenile,University of British Columbia,2-30/time,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,,range of mean weights taken every 2 wks for 10 wks in control sites,12.6 - 14.5,,,Male,Juvenile,University of British Columbia,1-9/time,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,,range of mean weights taken every 2 wks for 10 wks in sites with excess artificial food (whole oats),11.6 - 22.7,,,Female,Juvenile,University of British Columbia,4-29/time,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,,range of mean weights taken every 2 wks for 10 wks in control sites,12.2 - 15.8,,,Female,Juvenile,University of British Columbia,1-7/mo,Exposure Factor Datasets
Peromyscus maniculatus,Food Ingestion Rate,,amount of grain removed per mouse per day at site receiving supplemental food,4-5,,,Not Reported,Not Reported,University of British Columbia,Not Reported,Exposure Factor Datasets
Peromyscus maniculatus,Body Fat (total or %),,lipid content as % dry body weight,17.49 - 19.65,,,Both Male and Female,Both Adults and Juveniles,Ellis County,12 /season,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,371.7,,,,126.7 - 571.8  (2-sigma),Male,Not Reported,"sagebrush habitat, Malheur National Wildlife Refuge",17,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,372.1,,,,108.5 - 603.3 (2-sigma),Male,Not Reported,"greasewood habitat, Malheur National Wildlife Refuge",29,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,298.6,,,,179.2 - 640.5 (2-sigma),Female,Not Reported,"greasewood habitat, Malheur National Wildlife Refuge",18,Exposure Factor Datasets
Peromyscus maniculatus,Home Range,392.0,,,,173.2 - 573.3 (2-sigma),Female,Not Reported,"sagebrush habitat, Malheur National Wildlife Refuge",8,Exposure Factor Datasets
Peromyscus maniculatus,Clutch or Litter Size,,range of means from 3 sites,4.5 - 5.7,,,Female,Adult,"adults captured at Milk River, Alberta [lat., 49^o07'N; long., 111^o45'W] and Sydney, British Columbia, Canada  [lat., 48^o43'N; long., 123^o20'W]",19-29,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,,range of means from 3 sites,1.8 - 2.1,,,Both Male and Female,Neonate,"adults captured at Milk River, Alberta [lat., 49^o07'N; long., 111^o45'W] and Sydney, British Columbia, Canada  [lat., 48^o43'N; long., 123^o20'W]",17-29,Exposure Factor Datasets
Peromyscus maniculatus,Growth Rate,,range of mean neonatal growth rate from 3 sites,0.3 - 0.4,,,Both Male and Female,Neonate,"adults captured at Milk River, Alberta [lat., 49^o07'N; long., 111^o45'W] and Sydney, British Columbia, Canada  [lat., 48^o43'N; long., 123^o20'W]",15-25,Exposure Factor Datasets
Peromyscus maniculatus,Metabolic Rate,,range of mean oxygen consumption from 3 sites,41.6 - 47.9,,,Both Male and Female,Not Reported,"captured at Milk River, Alberta [lat., 49^o07'N; long., 111^o45'W] and Sydney, British Columbia, Canada  [lat., 48^o43'N; long., 123^o20'W]",21-26,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,,range of means from 3 sites,24.9 - 28.7,,,Female,Adult,"captured at Milk River, Alberta [lat., 49^o07'N; long., 111^o45'W] and Sydney, British Columbia, Canada  [lat., 48^o43'N; long., 123^o20'W]",18-29,Exposure Factor Datasets
Peromyscus maniculatus,Clutch or Litter Size,4.387,based on embryo counts in museum specimen,,,0.085 SE,Female,Adult,,623,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Body Weight - Mean,14.78,,,,0.6 SE,Both Male and Female,Adult,,30,Exposure Factor Datasets
Peromyscus maniculatus ssp. bairdii,Food Ingestion Rate,0.934,mean weekly consumption per g body weight (seed diet),,,,Both Male and Female,Adult,,30,Exposure Factor Datasets
Canis latrans,Age at Sexual Maturity,1,,,,,Both Male and Female,Adult,"Rochester, Alberta",Not Reported,Exposure Factor Datasets
Peromyscus maniculatus ssp. gambelii,Body Weight - Mean,19.1,,,,0.13 SE,Not Reported,Not Reported,"collected near Berkeley, CA",29,Exposure Factor Datasets
Peromyscus maniculatus ssp. gambelii,Metabolic Rate,2.04,mean basal metabolic rate estimated by oxygen consumption,,,0.07 SE,Not Reported,Not Reported,"collected near Berkeley, CA",29,Exposure Factor Datasets
Peromyscus maniculatus ssp. gambelii,Metabolic Rate,2.56,mean basal metabolic rate,1.86 - 2.93,,0.34 SD,Both Male and Female,Not Reported,"collected 5 km east of Chico, Butte County, CA",20,Exposure Factor Datasets
Peromyscus maniculatus ssp. gambelii,Metabolic Rate,7.9,"average long term metabolic rate, assessed overnight",,,0.139 SD,Both Male and Female,Not Reported,"collected 5 km east of Chico,  Butte County, CA",20,Exposure Factor Datasets
Peromyscus maniculatus ssp. gambelii,Body Fat (total or %),14.99,,,,2.68 SD,Both Male and Female,Not Reported,"collected 5 km east of Chico, Butte County, CA",36,Exposure Factor Datasets
Peromyscus maniculatus ssp. sonoriensis,Body Weight - Mean,24.2,,,,0.18 SE,Not Reported,Not Reported,"collected near Las Vegas, NV",29,Exposure Factor Datasets
Peromyscus maniculatus ssp. sonoriensis,Metabolic Rate,1.67,mean basal metabolic rate estimated by oxygen consumption,,,0.07 SE,Not Reported,Not Reported,"collected near Las Vegas, NV",17,Exposure Factor Datasets
Peromyscus maniculatus ssp. gambelii,Metabolic Rate,6.46,maximal metabolic rate,3.91 - 9.04,,1.4 SD,Both Male and Female,Not Reported,"collected 5 km east of Chico, Butte County, CA",24,Exposure Factor Datasets
Peromyscus maniculatus,Clutch or Litter Size,4.1,based on embryo counts,,,0.21,Female,Adult,"islands adjacent to Vancouver Island [lat., 48 ^o 50' N; long., 125^o,15'W]",14 females,Exposure Factor Datasets
Peromyscus maniculatus,Clutch or Litter Size,5.1,based on embryo counts,,,0.34,Female,Adult,"Vancouver Island. [lat., 48 ^o, 50' N; long., 125^o, 15'W]",11,Exposure Factor Datasets
Peromyscus maniculatus,Dietary Composition,Lepidoptera (71% in June); Graminae seeds (66% in July); crested wheat grass (76% in Aug.),% of fragments identified in stomach contents; dominant food items for 3 months,,,,Not Reported,Not Reported,Idaho National Engineering Lab.,72,Exposure Factor Datasets
Peromyscus maniculatus,Time of Mating/ Laying,Mar. - Oct.,,,,,Both Male and Female,Adult,"Cascade Mountains, Fish Lake [lat., 47^o,49'N; long., 120^o, 40'W]",Not Reported,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,16.2,,,,2.0 SD,Male,Adult,"Cascade Mountains, Fish Lake [lat., 47^o,49'N; long., 120^o, 40'W]",86,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,16.5,,,,2.3 SD,Female,Adult,"Cascade Mountains, Fish Lake [lat., 47^o, 49'N; long., 120^o, 40'W]",45,Exposure Factor Datasets
Peromyscus maniculatus,Clutch or Litter Size,4.6,,,,1.37 SD,Female,Adult,"Cascade Mountains, Fish Lake [lat., 47^o, 49'N; long., 120^o, 40'W]",6,Exposure Factor Datasets
Peromyscus maniculatus,Clutches or Litters per year,,,2 - 3,,,Female,Adult,"Cascade Mountains, Fish Lake [lat., 47^o, 49'N; long., 120^o, 40'W]",Not Reported,Exposure Factor Datasets
Peromyscus maniculatus,Dietary Composition,"ARTHROPODS (78-95%); SEEDS, Halogeton (0-58%), Shadscale (0-27%); grass (0-19%); prickly pear (0-34%), Tansy mustard (0-8%); LEAVES, Halogeton (2-39%), Shadscale (3-14%); grass (17-34%), Tansy mustard (0-11%), peppergrass (0-5%); Russian thistle (0-12%); MISC., mammalian hair (3-13%), prickly pear stems (0-9%)",range of % frequency of food items in stomachs over 3 mo.,,,,Not Reported,Not Reported,Raft River Valley; Cassia County,405,Exposure Factor Datasets
Peromyscus maniculatus,Body Weight - Mean,19.9,,,,0.19,Male,Adult,"Pinawa, Manitoba",98,Exposure Factor Datasets
Peromyscus maniculatus,Longevity,19,maximum longevity in field,,,,Both Male and Female,Adult,"Portal, Cochise County (elev. 1330 m)",74,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Clutch or Litter Size,4.06,,1 - 6,,,Female,Adult,"captured in Coche County, TN",20,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Body Weight - Mean,1.8,,,,0.02,Both Male and Female,Neonate,,80,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Body Weight - Mean,4.2,,,,0.13,Both Male and Female,Juvenile,,62,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Body Weight - Mean,17.1,,,,0.43,Both Male and Female,Juvenile,,59,Exposure Factor Datasets
Peromyscus maniculatus ssp. nubiterrae,Duration of Incubation or Gestation,28.54,,,,0.81,Female,Adult,"captured in Coche County, TN",22,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Body Weight - Mean,18.93,,14.95 - 22.00,,,Not Reported,Not Reported,,5,Exposure Factor Datasets
Peromyscus maniculatus ssp. nebrascensis,Metabolic Rate,MR = 9.401 - 0.254T,"equation relating metabolic rate (MR, cc O2/g/hr) to ambient temperature (0-27C)",,,,Not Reported,Not Reported,,5,Exposure Factor Datasets
Peromyscus maniculatus ssp. borealis,Body Weight - Mean,19.7,,,,0.33,Male,Adult,"Heart Lake Biological Station, Northwest Territories",55,Exposure Factor Datasets
Peromyscus maniculatus ssp. borealis,Growth Rate,see citation,figures of weight versus age (20-90d),,,,Male,Both Adults and Juveniles,"Heart Lake Biological Station, Northwest Territories and Pinawa, Manitoba",90 - 363,Exposure Factor Datasets
Dipodomys merriami,Longevity,43,maximum longevity in the field,,,,Both Male and Female,Adult,"Portal, Cochise County (elev. 1330 m)",968,Exposure Factor Datasets
Peromyscus maniculatus ssp. sonoriensis,Metabolic Rate,MR = 8.911 - 0.236T,"equation relating metabolic rate (MR, cc O2/g/hr) to ambient temperature (0-27C)",,,,Not Reported,Not Reported,,5,Exposure Factor Datasets
Peromyscus maniculatus ssp. sonoriensis,Body Weight - Mean,20.38,,17.22 - 24.75,,,Not Reported,Not Reported,,5,Exposure Factor Datasets
Mephitis mephitis,Time of Mating/ Laying,review,,,,,Both Male and Female,Adult,,Not Reported,Exposure Factor Datasets
